SK_ID_CURR,ext_source_3,ext_source_2,ext_source_1,days_birth,days_employed,pourcentage_jours_employes,region_rating_client_w_city,region_rating_client,name_income_type_working,days_last_phone_change,code_gender_m,code_gender_f,name_education_type_higher_education,days_id_publish,reg_city_not_work_city,name_education_type_secondary__secondary_special,flag_document_3,name_income_type_pensioner,flag_emp_phone,organization_type_xna,days_employed_anom,occupation_type_laborers,reg_city_not_live_city,emergencystate_mode_no,floorsmax_avg,days_registration,floorsmax_medi,floorsmax_mode,amt_goods_price,own_car_age,housetype_mode_block_of_flats,region_population_relative,name_housing_type_with_parents,def_30_cnt_social_circle,elevators_avg,wallsmaterial_mode_panel,elevators_medi,organization_type_selfemployed,live_city_not_work_city,def_60_cnt_social_circle,flag_work_phone,totalarea_mode,elevators_mode,name_contract_type,livingarea_avg,livingarea_medi,amt_credit,name_housing_type_house__apartment,flag_document_6,floorsmin_avg,occupation_type_lowskill_laborers,floorsmin_medi,livingarea_mode,name_family_status_single__not_married,floorsmin_mode,apartments_medi,apartments_avg,occupation_type_drivers,hour_appr_process_start,apartments_mode,flag_own_car,name_income_type_state_servant,years_build_avg,years_build_medi,name_family_status_married,organization_type_business_entity_type_3,years_build_mode,name_family_status_widow,basementarea_avg,fondkapremont_mode_reg_oper_account,occupation_type_accountants,cnt_children,basementarea_medi,occupation_type_core_staff,name_family_status_civil_marriage,occupation_type_managers,commonarea_avg,amt_req_credit_bureau_year,commonarea_medi,livingapartments_avg,organization_type_construction,livingapartments_medi,flag_phone,occupation_type_sales_staff,livingapartments_mode,basementarea_mode,entrances_medi,entrances_avg,name_housing_type_rented_apartment,commonarea_mode,entrances_mode,occupation_type_security_staff,organization_type_transport_type_3,landarea_medi,nonlivingarea_avg,pourcentage_revenu_rente,landarea_avg,nonlivingarea_medi,landarea_mode
337543,0.6428732102244512,0.6135221461137644,0.5183177172283882,0.7052987598647126,0.9855962483251451,0.982300834712619,1.0,1.0,1.0,0.543336439888164,0.0,1.0,0.0,0.5300819786021953,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4792,0.6080171854734111,0.4792,0.3333,0.2210998877665544,0.39560439560439564,1.0,0.27633000083081777,0.0,0.0,0.22,1.0,0.22,0.0,0.0,0.0,0.0,0.2771,0.0806,0.0,0.2237,0.2277,0.2403898876404494,1.0,0.0,0.2083,0.0,0.2083,0.1003,0.0,0.2083,0.203,0.201,0.0,0.4782608695652174,0.0809,1.0,0.0,0.7552,0.7585,1.0,0.0,0.7648,0.0,0.1386,0.0,0.0,0.0,0.1386,0.0,0.0,0.0,0.0211,0.08,0.0208,0.0756,0.0,0.0761,0.0,0.0,0.0771,0.033,0.1724,0.1724,0.0,0.019,0.0345,0.0,0.0,0.065,0.0075,0.13559843294179222,0.0639,0.0077,0.0252
257475,0.26802780609641497,0.7576984083276183,0.5183177172283882,0.3574971815107103,0.824084412684234,0.6874067392480963,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.3865499513686258,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.91030317769131,0.1667,0.1667,0.27048260381593714,0.17582417582417584,0.0,0.3928798914398072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0688,0.0,0.0,0.0745,0.0749,0.2696629213483146,1.0,0.0,0.2083,0.0,0.2083,0.0731,0.0,0.2083,0.0864,0.0876,0.0,0.6956521739130435,0.084,1.0,0.0,0.7552,0.7585,1.0,0.0,0.7648,0.0,0.0763,0.0,0.0,0.0,0.0758,0.0,0.0,1.0,0.0211,0.0,0.0208,0.0756,0.0,0.0761,0.0,0.0,0.0771,0.0746,0.1379,0.1379,0.0,0.019,0.1379,0.0,0.0,0.0487,0.0036,0.11038363629670464,0.0481,0.0031,0.0458
318189,0.8945722900971352,0.7237138858808602,0.5867237396901468,0.4525366403607667,0.8954890576150067,0.8344676528326365,0.5,0.5,0.0,0.7054986020503262,1.0,0.0,1.0,0.28303459774906203,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.8711494811932555,0.25,0.1667,0.1919191919191919,0.09890109890109891,1.0,0.42184773879088316,0.0,0.0,0.1,1.0,0.1,0.0,0.0,0.0,0.0,0.1737,0.0,0.0,0.1345,0.1369,0.19101123595505617,1.0,0.0,0.375,0.0,0.375,0.0921,0.0,0.375,0.139,0.1376,0.0,0.6086956521739131,0.0945,0.0,0.0,0.7484,0.7518,1.0,0.0,0.7583,0.0,0.241,1.0,0.0,0.0,0.241,0.0,0.0,1.0,0.0211,0.08,0.0208,0.1488,0.0,0.1513,1.0,0.0,0.1625,0.1154,0.1897,0.1897,0.0,0.019,0.1724,0.0,0.0,0.1183,0.0062,0.1739091607027813,0.1163,0.0063,0.0268
426417,0.5971631093494884,0.7420409744934682,0.5183177172283882,0.8951521984216461,0.9079946404644931,0.8370868980106674,0.5,0.5,0.0,0.9615563839701771,0.0,1.0,0.0,0.3484785327219674,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1667,0.6457522697795072,0.1667,0.1667,0.21436588103254767,0.09890109890109891,1.0,0.3444293666398958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1897,0.0,0.0,0.1933,0.1968,0.2579775280898876,1.0,0.0,0.2083,0.0,0.2083,0.2014,0.0,0.2083,0.2238,0.2216,0.0,0.34782608695652173,0.2258,0.0,0.0,0.7416,0.7451,1.0,0.0,0.7517,0.0,0.1888,0.0,0.0,0.0,0.1888,0.0,0.0,0.0,0.0277,0.16,0.0279,0.1774,0.0,0.1804,1.0,0.0,0.1938,0.1959,0.4483,0.4483,0.0,0.028,0.4483,0.0,0.0,0.0631,0.1032,0.10702305968426189,0.062,0.1054,0.0635
220643,0.36754249063399164,0.5534522573245952,0.5183177172283882,0.1848928974069899,0.9846471639124609,0.9649617743037007,0.5,0.5,0.0,0.7758620689655172,0.0,1.0,1.0,0.9292760872585799,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1667,0.6309987029831388,0.1667,0.1667,0.10213243546576879,0.09890109890109891,1.0,0.2067490099421197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.08,0.0814,0.10112359550561796,1.0,0.0,0.1667,0.0,0.1667,0.0833,0.0,0.1667,0.0791,0.0784,0.0,0.5652173913043478,0.0798,0.0,0.0,0.8232,0.8256,1.0,0.0,0.8301,0.0,0.084,1.0,1.0,0.0,0.084,0.0,0.0,0.0,0.0386,0.08,0.0388,0.0639,0.0,0.065,0.0,0.0,0.0698,0.0872,0.2069,0.2069,0.0,0.0389,0.2069,0.0,0.0,0.0301,0.0,0.08042214418712991,0.0296,0.0,0.0303
147929,0.37829942660631166,0.3972744742467025,0.21445583534735388,0.22908680947012405,0.9381420276909335,0.8684079126252984,0.5,1.0,1.0,0.9114631873252563,1.0,0.0,0.0,0.6112269000972628,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.3333,0.8028534370946823,0.3333,0.3333,0.10213243546576879,0.09890109890109891,1.0,0.28279653272037436,0.0,0.0,0.24,1.0,0.24,0.0,0.0,0.0,0.0,0.199,0.2417,0.0,0.2083,0.2121,0.12485393258426966,1.0,0.0,0.0417,0.0,0.0417,0.217,1.0,0.0417,0.2082,0.2062,0.0,0.5217391304347826,0.2101,0.0,0.0,0.8232,0.8256,0.0,0.0,0.8301,0.0,0.2553,1.0,0.0,0.0,0.2553,0.0,0.0,0.0,0.0515,0.2,0.0518,0.1614,0.0,0.1642,0.0,0.0,0.1763,0.2649,0.2069,0.2069,0.0,0.0519,0.2069,0.0,0.0,0.1551,0.1617,0.15636990628872838,0.1524,0.1651,0.1559
144094,0.7137833028779258,0.2339889401470759,0.5183177172283882,0.4577790304396844,0.7931554265297007,0.6743357410519191,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3287480894817284,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.8048800259403373,0.1667,0.1667,0.04601571268237935,0.09890109890109891,0.0,0.24563128305962503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0688,0.0,0.0,0.0745,0.0749,0.059775280898876404,1.0,0.0,0.2083,0.0,0.2083,0.0731,0.0,0.2083,0.0864,0.0876,0.0,0.3913043478260869,0.084,0.0,1.0,0.7552,0.7585,1.0,0.0,0.7648,0.0,0.0763,0.0,0.0,0.0,0.0758,0.0,0.0,1.0,0.0211,0.04,0.0208,0.0756,0.0,0.0761,0.0,0.0,0.0771,0.0746,0.1379,0.1379,0.0,0.019,0.1379,0.0,0.0,0.0487,0.0036,0.09472315888178014,0.0481,0.0031,0.0458
360089,0.841869148273906,0.8501357645394771,0.6697941853482551,0.7661781285231116,0.9079946404644931,0.8370868980106674,0.0,0.0,0.0,0.8737185461323392,1.0,0.0,1.0,0.7208559121856328,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.1667,0.973208495460441,0.1667,0.1667,0.04601571268237935,0.2087912087912088,0.0,0.4468553546207316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0688,0.0,0.0,0.0745,0.0749,0.04494382022471909,1.0,0.0,0.2083,0.0,0.2083,0.0731,0.0,0.2083,0.0864,0.0876,0.0,0.6521739130434783,0.084,1.0,0.0,0.7552,0.7585,1.0,0.0,0.7648,0.0,0.0763,0.0,0.0,0.0,0.0758,0.0,0.0,0.0,0.0211,0.04,0.0208,0.0756,0.0,0.0761,1.0,0.0,0.0771,0.0746,0.1379,0.1379,0.0,0.019,0.1379,0.0,0.0,0.0487,0.0036,0.02497294741672626,0.0481,0.0031,0.0458
243266,0.5971631093494884,0.70818788170686,0.5183177172283882,0.5033258173618941,0.9810741402411791,0.9716688478930112,1.0,1.0,1.0,0.7847157502329916,1.0,0.0,0.0,0.39766569403918295,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8497892347600519,0.0,0.0,0.15824915824915822,0.2527472527472528,1.0,0.24563128305962503,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0072,0.0,0.0,0.0087,0.0089,0.15730337078651685,1.0,0.0,0.2083,0.0,0.2083,0.0091,0.0,0.2083,0.0864,0.0876,0.0,0.30434782608695654,0.084,1.0,0.0,0.7552,0.7585,1.0,1.0,0.7648,0.0,0.0763,0.0,0.0,0.0,0.0758,0.0,0.0,0.0,0.0211,0.04,0.0208,0.0756,0.0,0.0761,0.0,0.0,0.0771,0.0746,0.069,0.069,0.0,0.019,0.069,0.0,0.0,0.0193,0.0036,0.10316426727564015,0.0189,0.0031,0.0194
295424,0.4848850626588942,0.6603281521252808,0.1518521969198597,0.29656144306651633,0.9762728896828942,0.9542634360577639,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.32444073919688754,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1667,0.6862435149156939,0.1667,0.1667,0.21436588103254767,0.3296703296703297,1.0,0.1433576116757595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768,0.0,0.0,0.0903,0.0919,0.24017977528089887,1.0,0.0,0.2083,0.0,0.2083,0.094,0.0,0.2083,0.1041,0.1031,1.0,0.5217391304347826,0.105,1.0,0.0,0.7552,0.7585,0.0,0.0,0.7648,0.0,0.1131,0.0,0.0,0.05263157894736842,0.1131,0.0,1.0,0.0,0.0211,0.08,0.0208,0.0756,0.0,0.0761,0.0,0.0,0.0771,0.1174,0.2069,0.2069,0.0,0.019,0.2069,0.0,0.0,0.0628,0.0,0.07172048517194858,0.0617,0.0,0.0631
254871,0.7429824893498523,0.7964425510458113,0.5183177172283882,0.6904171364148816,0.8628852166145601,0.8292612843256849,0.5,0.5,1.0,0.8385368126747437,1.0,0.0,0.0,0.55092399610949,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1667,0.5520833333333334,0.1667,0.1667,0.10213243546576879,0.04395604395604396,0.0,0.42184773879088316,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0688,0.0,0.0,0.0745,0.0749,0.11892134831460674,1.0,0.0,0.2083,0.0,0.2083,0.0731,0.0,0.2083,0.0864,0.0876,0.0,0.4782608695652174,0.084,1.0,0.0,0.7552,0.7585,1.0,1.0,0.7648,0.0,0.0763,0.0,0.0,0.0,0.0758,0.0,0.0,0.0,0.0211,0.08,0.0208,0.0756,0.0,0.0761,0.0,0.0,0.0771,0.0746,0.1379,0.1379,0.0,0.019,0.1379,0.0,0.0,0.0487,0.0036,0.04396674797603729,0.0481,0.0031,0.0458
217282,0.510755258936201,0.7982017543922771,0.5183177172283882,0.88032694475761,0.9079946404644931,0.8370868980106674,0.5,0.5,0.0,0.7297297297297297,0.0,1.0,0.0,0.4240655828817562,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1667,0.5315337224383917,0.1667,0.1667,0.43883277216610544,0.09890109890109891,1.0,0.3367581489379379,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1069,0.0,0.0,0.1022,0.1041,0.4809168539325842,1.0,0.0,0.2083,0.0,0.2083,0.1065,0.0,0.2083,0.1301,0.1289,0.0,0.5652173913043478,0.1313,0.0,0.0,0.6736,0.6779999999999999,1.0,0.0,0.6864,0.0,0.1163,1.0,0.0,0.0,0.1163,0.0,0.0,0.0,0.0485,0.08,0.0488,0.1009,0.0,0.1026,1.0,0.0,0.1102,0.1207,0.2069,0.2069,0.0,0.0489,0.2069,0.0,0.0,0.0853,0.0,0.07871763265005396,0.0838,0.0,0.0857
298054,0.34823481097477,0.46806462668104726,0.5183177172283882,0.4619503945885006,0.9473537293434569,0.9175027165311235,0.5,0.5,0.0,0.8399347623485555,0.0,1.0,0.0,0.6975128525774628,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2396,0.9746271076523995,0.1667,0.1667,0.10213243546576879,0.09890109890109891,1.0,0.3928798914398072,0.0,0.0,0.02,1.0,0.0,1.0,0.0,0.0,0.0,0.0764,0.0,0.0,0.0686,0.0693,0.10112359550561796,1.0,0.0,0.2812,0.0,0.2083,0.0701,0.0,0.2083,0.1041,0.0992,0.0,0.5217391304347826,0.105,0.0,0.0,0.6736,0.6713,0.0,0.0,0.6798,0.0,0.0485,1.0,0.0,0.0,0.0629,0.0,1.0,0.0,0.0409,0.08,0.0463,0.0796,0.0,0.0851,1.0,1.0,0.0918,0.0045,0.1724,0.1379,0.0,0.0202,0.1724,0.0,0.0,0.0693,0.0177,0.08414448258788097,0.0687,0.0022,0.0562
311879,0.7946867319028023,0.8963519599273729,0.5183177172283882,0.9068771138669672,0.9079946404644931,0.8370868980106674,0.0,0.0,0.0,0.48858341099720415,0.0,1.0,0.0,0.3807141864665833,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.3333,0.4892996108949417,0.3333,0.3333,0.21436588103254767,0.09890109890109891,1.0,1.0,0.0,0.0,0.32,1.0,0.32,0.0,0.0,0.0,0.0,0.2229,0.3222,0.0,0.2825,0.2875,0.24462921348314606,0.0,0.0,0.375,0.0,0.375,0.2943,0.0,0.375,0.2967,0.2938,0.0,0.43478260869565216,0.2994,0.0,0.0,0.728,0.7316,0.0,0.0,0.7387,1.0,0.1922,1.0,0.0,0.0,0.1922,0.0,0.0,0.0,0.0,0.16,0.0,0.2396,0.0,0.2437,0.0,0.0,0.2617,0.1995,0.2759,0.2759,0.0,0.0,0.2759,0.0,0.0,0.0,0.0156,0.06589188675925697,0.0,0.0159,0.0
